Bevölkerung Population   VZ/RFP 2000;Gde;Kt Ct;PLZ  NPA ;Ortsbezeichnung                             Localité ;BFS-Nr.  No OFS;;Gemeinde                Commune  ;Region Région;Bezirk                                       District 
;;SG;9476;Fontnas;3276;;Wartau;2;WERDENBERG
;;SG;9479;Gretschins;3276;;Wartau;2;WERDENBERG
;;SG;9479;Malans;3276;;Wartau;2;WERDENBERG
;;SG;9479;Oberschan;3276;;Wartau;2;WERDENBERG
;;SG;9477;Trübbach;3276;;Wartau;2;WERDENBERG
;;SG;9476;Weite;3276;;Wartau;2;WERDENBERG
4297;1;SG;9552;Bronschhofen;3421;;Bronschhofen;1;WIL
;;SG;9512;Boxloo;3421;;Bronschhofen;1;WIL
;;SG;9552;Maugwil;3421;;Bronschhofen;1;WIL
;;SG;9543;Mörikon *;3421;;Bronschhofen;1;WIL
;;SG;9512;Rislen;3421;;Bronschhofen;1;WIL
;;SG;9512;Rossrüti;3421;;Bronschhofen;1;WIL
;;SG;9552;Trungen;3421;;Bronschhofen;1;WIL
3952;1;SG;9113;Degersheim;3401;;Degersheim;3;WIL
;;SG;9116;Magdenau;3401;;Degersheim;3;WIL
;;SG;9116;Wolfertswil;3401;;Degersheim;3;WIL
9320;1;SG;9230;Flawil;3402;;Flawil;2;WIL
;;SG;9230;Alterswil (Alterschwil);3402;;Flawil;2;WIL
;;SG;9230;Botsberg;3402;;Flawil;2;WIL
;;SG;9230;Burgau;3402;;Flawil;2;WIL
;;SG;9231;Egg;3402;;Flawil;2;WIL
;;SG;9230;Oberglatt;3402;;Flawil;2;WIL
3134;1;SG;9243;Jonschwil;3405;;Jonschwil;2;WIL
;;SG;9234;Oberrindal *;3405;;Jonschwil;2;WIL
;;SG;9536;Schwarzenbach;3405;;Jonschwil;2;WIL
1414;1;SG;9246;Niederbüren;3422;;Niederbüren;1;WIL
;;SG;9246;Mutwil;3422;;Niederbüren;1;WIL
;;SG;9246;Sorntal bei Niederbüren;3422;;Niederbüren;1;WIL
2599;1;SG;9527;Niederhelfenschwil;3423;;Niederhelfenschwil;1;WIL
;;SG;9527;Dägetschwil;3423;;Niederhelfenschwil;1;WIL
;;SG;9526;Dietenwil;3423;;Niederhelfenschwil;1;WIL
;;SG;9527;Enkhüseren;3423;;Niederhelfenschwil;1;WIL
;;SG;9524;Laupen *;3423;;Niederhelfenschwil;1;WIL
;;SG;9525;Lenggenwil;3423;;Niederhelfenschwil;1;WIL
;;SG;9526;Zuckenriet;3423;;Niederhelfenschwil;1;WIL
3946;1;SG;9245;Oberbüren;3424;;Oberbüren;1;WIL
;;SG;9203;Aufhofen;3424;;Oberbüren;1;WIL
;;SG;9245;Brübach;3424;;Oberbüren;1;WIL
;;SG;9203;Gebertschwil (Gebhardswil);3424;;Oberbüren;1;WIL
;;SG;9203;Harschwil;3424;;Oberbüren;1;WIL
;;SG;9203;Niederwil bei Gossau;3424;;Oberbüren;1;WIL
;;SG;9245;Sonnental;3424;;Oberbüren;1;WIL
;;SG;9245;Staubhausen;3424;;Oberbüren;1;WIL
5521;1;SG;9242;Oberuzwil;3407;;Oberuzwil;2;WIL
;;SG;9248;Bichwil;3407;;Oberuzwil;2;WIL
;;SG;9240;Niederglatt;3407;;Oberuzwil;2;WIL
;;SG;9234;Oberrindal *;3407;;Oberuzwil;2;WIL
;;SG;9248;Riggenschwil;3407;;Oberuzwil;2;WIL
;;SG;9240;Watt;3407;;Oberuzwil;2;WIL
;;SG;9240;Wilen;3407;;Oberuzwil;2;WIL
11977;1;SG;9240;Uzwil;3408;;Uzwil;2;WIL
;;SG;9249;Algetshausen;3408;;Uzwil;2;WIL
;;SG;9247;Felsegg;3408;;Uzwil;2;WIL
;;SG;9247;Henau;3408;;Uzwil;2;WIL
;;SG;9249;Niederstetten;3408;;Uzwil;2;WIL
;;SG;9244;Niederuzwil;3408;;Uzwil;2;WIL
;;SG;9249;Oberstetten;3408;;Uzwil;2;WIL
16392;1;SG;9500;Wil;3425;;Wil (SG);1;WIL
;;SG;9510;Wil;3425;;Wil (SG);1;WIL
;;SG;9501;Wil 1;3425;;Wil (SG);1;WIL
3798;1;SG;9524;Zuzwil;3426;;Zuzwil (SG);1;WIL
;;SG;9524;Laupen *;3426;;Zuzwil (SG);1;WIL
;;SG;9523;Weieren;3426;;Zuzwil (SG);1;WIL
;;SG;9523;Züberwangen;3426;;Zuzwil (SG);1;WIL
872;1;SH;8214;Gächlingen;2901;;Gächlingen;2;OBERKLETTGAU
258;1;SH;8223;Guntmadingen;2902;;Guntmadingen;2;OBERKLETTGAU
1127;1;SH;8224;Löhningen;2903;;Löhningen;2;OBERKLETTGAU
1722;1;SH;8213;Neunkirch;2904;;Neunkirch;2;OBERKLETTGAU
359;1;SH;8218;Osterfingen;2905;;Osterfingen;2;OBERKLETTGAU
194;1;SH;8243;Altdorf;2911;;Altdorf (SH);2;REIAT
;;SH;8243;Sottenegg;2911;;Altdorf (SH);2;REIAT
263;1;SH;8242;Bibern;2913;;Bibern (SH);2;REIAT
342;1;SH;8236;Büttenhardt;2914;;Büttenhardt;2;REIAT
785;1;SH;8239;Dörflingen;2915;;Dörflingen;2;REIAT
;;SH;8239;Neudörflingen;2915;;Dörflingen;2;REIAT
127;1;SH;8242;Hofen;2916;;Hofen;2;REIAT
634;1;SH;8235;Lohn;2917;;Lohn (SH);2;REIAT
141;1;SH;8236;Opfertshofen;2918;;Opfertshofen (SH);2;REIAT
868;1;SH;8234;Stetten;2919;;Stetten (SH);2;REIAT
4080;1;SH;8240;Thayngen;2920;;Thayngen;2;REIAT
;;SH;8241;Barzheim;2920;;Thayngen;2;REIAT
;;SH;8240;Buchhalde;2920;;Thayngen;2;REIAT
;;SH;8240;Hüttenleben;2920;;Thayngen;2;REIAT
;;SH;8240;Wippel;2920;;Thayngen;2;REIAT
248;1;SH;8233;Bargen;2931;;Bargen (SH);2;SCHAFFHAUSEN
;;SH;8233;Oberbargen;2931;;Bargen (SH);2;SCHAFFHAUSEN
3027;1;SH;8222;Beringen;2932;;Beringen;2;SCHAFFHAUSEN
;;SH;8222;Engihof bei Beringen;2932;;Beringen;2;SCHAFFHAUSEN
777;1;SH;8454;Buchberg;2933;;Buchberg;2;SCHAFFHAUSEN
513;1;SH;8231;Hemmental;2934;;Hemmental;2;SCHAFFHAUSEN
644;1;SH;8232;Merishausen;2936;;Merishausen;2;SCHAFFHAUSEN
9959;1;SH;8212;Neuhausen am Rheinfall;2937;;Neuhausen am Rheinfall;1;SCHAFFHAUSEN
616;1;SH;8455;Rüdlingen;2938;;Rüdlingen;2;SCHAFFHAUSEN
;;SH;8455;Steinenkreuz;2938;;Rüdlingen;2;SCHAFFHAUSEN
33628;1;SH;8200;Schaffhausen;2939;;Schaffhausen;1;SCHAFFHAUSEN
;;SH;8203;Buchthalen;2939;;Schaffhausen;1;SCHAFFHAUSEN
;;SH;8207;Gennersbrunn;2939;;Schaffhausen;1;SCHAFFHAUSEN
;;SH;8207;Herblingen;2939;;Schaffhausen;1;SCHAFFHAUSEN
;;SH;8201;Schaffhausen;2939;;Schaffhausen;1;SCHAFFHAUSEN
;;SH;8202;Schaffhausen;2939;;Schaffhausen;1;SCHAFFHAUSEN
;;SH;8203;Schaffhausen;2939;;Schaffhausen;1;SCHAFFHAUSEN
;;SH;8204;Schaffhausen;2939;;Schaffhausen;1;SCHAFFHAUSEN
;;SH;8205;Schaffhausen;2939;;Schaffhausen;1;SCHAFFHAUSEN
;;SH;8206;Schaffhausen;2939;;Schaffhausen;1;SCHAFFHAUSEN
;;SH;8207;Schaffhausen;2939;;Schaffhausen;1;SCHAFFHAUSEN
;;SH;8208;Schaffhausen;2939;;Schaffhausen;1;SCHAFFHAUSEN
;;SH;8210;Schaffhausen;2939;;Schaffhausen;1;SCHAFFHAUSEN
;;SH;8200;Schaffhouse;2939;;Schaffhausen;1;SCHAFFHAUSEN
;;SH;8200;Sciaffusa;2939;;Schaffhausen;1;SCHAFFHAUSEN
;;SH;8200;St. Niklausen;2939;;Schaffhausen;1;SCHAFFHAUSEN
500;1;SH;8228;Beggingen;2951;;Beggingen;2;SCHLEITHEIM
;;SH;8228;Schlatterhof;2951;;Beggingen;2;SCHLEITHEIM
1779;1;SH;8226;Schleitheim;2952;;Schleitheim;2;SCHLEITHEIM
;;SH;8226;Bachmühle;2952;;Schleitheim;2;SCHLEITHEIM
;;SH;8226;Oberwiesen;2952;;Schleitheim;2;SCHLEITHEIM
;;SH;8226;Talmühle;2952;;Schleitheim;2;SCHLEITHEIM
707;1;SH;8225;Siblingen;2953;;Siblingen;2;SCHLEITHEIM
341;1;SH;8263;Buch;2961;;Buch (SH);2;STEIN
;;SH;8263;Hard;2961;;Buch (SH);2;STEIN
377;1;SH;8261;Hemishofen;2962;;Hemishofen;2;STEIN
;;SH;8261;Oberwald;2962;;Hemishofen;2;STEIN
;;SH;8261;Unterwald;2962;;Hemishofen;2;STEIN
1283;1;SH;8262;Ramsen;2963;;Ramsen;2;STEIN
;;SH;8262;Bibermühle;2963;;Ramsen;2;STEIN
;;SH;8262;Hofenacker;2963;;Ramsen;2;STEIN
;;SH;8262;Moskau;2963;;Ramsen;2;STEIN
;;SH;8262;Wiesholz;2963;;Ramsen;2;STEIN
;;SH;8262;Wilen;2963;;Ramsen;2;STEIN
2985;1;SH;8260;Stein am Rhein;2964;;Stein am Rhein;2;STEIN
2008;1;SH;8215;Hallau;2971;;Hallau;2;UNTERKLETTGAU
;;SH;8215;Unterhallau;2971;;Hallau;2;UNTERKLETTGAU
397;1;SH;8216;Oberhallau;2972;;Oberhallau;2;UNTERKLETTGAU
530;1;SH;8219;Trasadingen;2973;;Trasadingen;2;UNTERKLETTGAU
1301;1;SH;8217;Wilchingen;2974;;Wilchingen;2;UNTERKLETTGAU
;;SH;8217;Haslacher;2974;;Wilchingen;2;UNTERKLETTGAU
;;SH;8217;Unterneuhaus;2974;;Wilchingen;2;UNTERKLETTGAU
;;SO;;;;;;0;
;;SZ;;;;;;0;
;;TG;;;;;;0;
3729;1;TI;6517;Arbedo-Castione;5001;;Arbedo-Castione;1;BELLINZONA
;;TI;6517;Arbedo;5001;;Arbedo-Castione;1;BELLINZONA
;;TI;6532;Castione;5001;;Arbedo-Castione;1;BELLINZONA
;;TI;6517;Molinazzo d'Arbedo;5001;;Arbedo-Castione;1;BELLINZONA
16463;1;TI;6500;Bellinzona;5002;;Bellinzona;1;BELLINZONA
;;TI;6500;Artore;5002;;Bellinzona;1;BELLINZONA
;;TI;6500;Bellenz;5002;;Bellinzona;1;BELLINZONA
;;TI;6501;Bellinzona;5002;;Bellinzona;1;BELLINZONA
;;TI;6503;Bellinzona;5002;;Bellinzona;1;BELLINZONA
;;TI;6506;Bellinzona;5002;;Bellinzona;1;BELLINZONA
;;TI;6500;Bellinzone;5002;;Bellinzona;1;BELLINZONA
;;TI;6503;Carasso;5002;;Bellinzona;1;BELLINZONA
;;TI;6500;Daro;5002;;Bellinzona;1;BELLINZONA
;;TI;6500;Ravecchia;5002;;Bellinzona;1;BELLINZONA
1755;1;TI;6593;Cadenazzo;5003;;Cadenazzo;1;BELLINZONA
2210;1;TI;6528;Camorino;5004;;Camorino;1;BELLINZONA
;;TI;6528;Montagna;5004;;Camorino;1;BELLINZONA
7418;1;TI;6512;Giubiasco;5005;;Giubiasco;1;BELLINZONA
;;TI;6582;Lôro;5005;;Giubiasco;1;BELLINZONA
;;TI;6512;Pedevilla;5005;;Giubiasco;1;BELLINZONA
514;1;TI;6525;Gnosca;5006;;Gnosca;2;BELLINZONA
621;1;TI;6518;Gorduno;5007;;Gorduno;1;BELLINZONA
679;1;TI;6515;Gudo;5008;;Gudo;1;BELLINZONA
;;TI;6515;Progero;5008;;Gudo;1;BELLINZONA
353;1;TI;6810;Isone;5009;;Isone;1;BELLINZONA
1127;1;TI;6533;Lumino;5010;;Lumino;1;BELLINZONA
330;1;TI;6809;Medeglia;5011;;Medeglia;1;BELLINZONA
;;TI;6809;Borla;5011;;Medeglia;1;BELLINZONA
;;TI;6809;Canedo;5011;;Medeglia;1;BELLINZONA
;;TI;6809;Drossa;5011;;Medeglia;1;BELLINZONA
105;1;TI;6524;Moleno;5012;;Moleno;2;BELLINZONA
2133;1;TI;6513;Monte Carasso;5013;;Monte Carasso;1;BELLINZONA
489;1;TI;6582;Pianezzo;5014;;Pianezzo;1;BELLINZONA
;;TI;6582;Paudo;5014;;Pianezzo;1;BELLINZONA
484;1;TI;6523;Preonzo;5015;;Preonzo;2;BELLINZONA
108;1;TI;6599;Robasacco;5016;;Robasacco;1;BELLINZONA
2066;1;TI;6592;Sant'Antonino;5017;;Sant'Antonino;1;BELLINZONA
;;TI;6592;Vigana di Sotto;5017;;Sant'Antonino;1;BELLINZONA
168;1;TI;6583;Sant'Antonio;5018;;Sant'Antonio;1;BELLINZONA
;;TI;6584;Carena;5018;;Sant'Antonio;1;BELLINZONA
;;TI;6583;Carmena;5018;;Sant'Antonio;1;BELLINZONA
;;TI;6584;Melera;5018;;Sant'Antonio;1;BELLINZONA
;;TI;6584;Melirolo;5018;;Sant'Antonio;1;BELLINZONA
;;TI;6583;Vellano;5018;;Sant'Antonio;1;BELLINZONA
2646;1;TI;6514;Sementina;5019;;Sementina;1;BELLINZONA
1778;1;TI;6715;Acquarossa;5048;;Acquarossa;2;BLENIO
;;TI;6716;Acquarossa;5048;;Acquarossa;2;BLENIO
;;TI;6722;Casserio;5048;;Acquarossa;2;BLENIO
;;TI;6723;Castro;5048;;Acquarossa;2;BLENIO
;;TI;6716;Comprovasco;5048;;Acquarossa;2;BLENIO
;;TI;6722;Corzoneso;5048;;Acquarossa;2;BLENIO
;;TI;6722;Cumiasca;5048;;Acquarossa;2;BLENIO
;;TI;6715;Dongio;5048;;Acquarossa;2;BLENIO
;;TI;6724;Largario;5048;;Acquarossa;2;BLENIO
;;TI;6716;Leontica;5048;;Acquarossa;2;BLENIO
;;TI;6716;Lottigna;5048;;Acquarossa;2;BLENIO
;;TI;6723;Marolta;5048;;Acquarossa;2;BLENIO
;;TI;6721;Motto (Blenio);5048;;Acquarossa;2;BLENIO
;;TI;6724;Ponto Valentino;5048;;Acquarossa;2;BLENIO
;;TI;6723;Prugiasco;5048;;Acquarossa;2;BLENIO
;;TI;6723;Traversa;5048;;Acquarossa;2;BLENIO
487;1;TI;6719;Aquila;5031;;Aquila;2;BLENIO
;;TI;6717;Dangio;5031;;Aquila;2;BLENIO
68;1;TI;6720;Campo (Blenio);5032;;Campo (Blenio);2;BLENIO
;;TI;6720;Orsera;5032;;Campo (Blenio);2;BLENIO
44;1;TI;6720;Ghirone;5036;;Ghirone;2;BLENIO
;;TI;6720;Aquilesco;5036;;Ghirone;2;BLENIO
;;TI;6720;Cozzera;5036;;Ghirone;2;BLENIO
291;1;TI;6721;Ludiano;5040;;Ludiano;2;BLENIO
1172;1;TI;6713;Malvaglia;5041;;Malvaglia;2;BLENIO
;;TI;6713;Brugaio;5041;;Malvaglia;2;BLENIO
;;TI;6713;Chiesa;5041;;Malvaglia;2;BLENIO
;;TI;6713;Dandrio;5041;;Malvaglia;2;BLENIO
;;TI;6713;Orino;5041;;Malvaglia;2;BLENIO
;;TI;6713;Rongie;5041;;Malvaglia;2;BLENIO
845;1;TI;6718;Olivone;5043;;Olivone;2;BLENIO
;;TI;6718;Acquacalda;5043;;Olivone;2;BLENIO
;;TI;6718;Camperio;5043;;Olivone;2;BLENIO
;;TI;6718;Compietto;5043;;Olivone;2;BLENIO
;;TI;6718;Dötra;5043;;Olivone;2;BLENIO
;;TI;6718;Lavòrceno;5043;;Olivone;2;BLENIO
;;TI;7185;Lucomagno/Lukmanier;5043;;Olivone;2;BLENIO
;;TI;6718;Marzano;5043;;Olivone;2;BLENIO
;;TI;6718;Sallo;5043;;Olivone;2;BLENIO
320;1;TI;6714;Semione;5046;;Semione;2;BLENIO
282;1;TI;6717;Torre;5047;;Torre;2;BLENIO
;;TI;6717;Grumo (Blenio);5047;;Torre;2;BLENIO
1593;1;TI;6780;Airolo;5061;;Airolo;2;LEVENTINA
;;TI;6781;Airolo;5061;;Airolo;2;LEVENTINA
;;TI;6780;Brugnasco;5061;;Airolo;2;LEVENTINA
;;TI;6780;Fontana (Bedretto);5061;;Airolo;2;LEVENTINA
;;TI;6780;Madrano;5061;;Airolo;2;LEVENTINA
;;TI;6780;Motto (Bartola);5061;;Airolo;2;LEVENTINA
;;TI;6780;Nante;5061;;Airolo;2;LEVENTINA
;;TI;6781;San Gottardo (Ospizio);5061;;Airolo;2;LEVENTINA
;;TI;6780;Valle;5061;;Airolo;2;LEVENTINA
98;1;TI;6748;Anzonico;5062;;Anzonico;2;LEVENTINA
72;1;TI;6781;Bedretto;5063;;Bedretto;2;LEVENTINA
;;TI;6781;All'Acqua;5063;;Bedretto;2;LEVENTINA
;;TI;6781;Ossasco;5063;;Bedretto;2;LEVENTINA
;;TI;3988;Passo della Novena;5063;;Bedretto;2;LEVENTINA
;;TI;6781;Ronco;5063;;Bedretto;2;LEVENTINA
;;TI;6781;Villa;5063;;Bedretto;2;LEVENTINA
1058;1;TI;6743;Bodio;5064;;Bodio;2;LEVENTINA
42;1;TI;6746;Calonico;5065;;Calonico;2;LEVENTINA
;;TI;6746;Ravatoi;5065;;Calonico;2;LEVENTINA
40;1;TI;6760;Calpiogna;5066;;Calpiogna;2;LEVENTINA
;;TI;6760;Primadengo;5066;;Calpiogna;2;LEVENTINA
;;TI;6760;Prodör;5066;;Calpiogna;2;LEVENTINA
45;1;TI;6760;Campello;5067;;Campello;2;LEVENTINA
;;TI;6760;Carì;5067;;Campello;2;LEVENTINA
83;1;TI;6749;Cavagnago;5068;;Cavagnago;2;LEVENTINA
378;1;TI;6764;Chiggiogna;5069;;Chiggiogna;2;LEVENTINA
;;TI;6746;Lavorgo;5069;;Chiggiogna;2;LEVENTINA
403;1;TI;6747;Chironico;5070;;Chironico;2;LEVENTINA
;;TI;6747;Gribbio;5070;;Chironico;2;LEVENTINA
;;TI;6747;Grumo;5070;;Chironico;2;LEVENTINA
;;TI;6746;Nivo;5070;;Chironico;2;LEVENTINA
158;1;TI;6774;Dalpe;5071;;Dalpe;2;LEVENTINA
1548;1;TI;6760;Faido;5072;;Faido;2;LEVENTINA
;;TI;6762;Faido Stazione;5072;;Faido;2;LEVENTINA
885;1;TI;6745;Giornico;5073;;Giornico;2;LEVENTINA
;;TI;6745;Altirolo;5073;;Giornico;2;LEVENTINA
272;1;TI;6763;Mairengo;5074;;Mairengo;2;LEVENTINA
168;1;TI;6763;Osco;5075;;Osco;2;LEVENTINA
;;TI;6763;Freggio;5075;;Osco;2;LEVENTINA
;;TI;6763;Vigera;5075;;Osco;2;LEVENTINA
353;1;TI;6744;Personico;5076;;Personico;2;LEVENTINA
723;1;TI;6742;Pollegio;5077;;Pollegio;2;LEVENTINA
397;1;TI;6773;Prato;5078;;Prato (Leventina);2;LEVENTINA
;;TI;6772;Fiesso;5078;;Prato (Leventina);2;LEVENTINA
;;TI;6772;Rodi-Fiesso;5078;;Prato (Leventina);2;LEVENTINA
1057;1;TI;6777;Quinto;5079;;Quinto;2;LEVENTINA
;;TI;6776;Altanca;5079;;Quinto;2;LEVENTINA
;;TI;6775;Ambrì;5079;;Quinto;2;LEVENTINA
;;TI;6777;Catto;5079;;Quinto;2;LEVENTINA
;;TI;6777;Deggio;5079;;Quinto;2;LEVENTINA
;;TI;6777;Lurengo;5079;;Quinto;2;LEVENTINA
;;TI;6776;Piora;5079;;Quinto;2;LEVENTINA
;;TI;6776;Piotta;5079;;Quinto;2;LEVENTINA
;;TI;6776;Ronco;5079;;Quinto;2;LEVENTINA
;;TI;6777;Varenzo;5079;;Quinto;2;LEVENTINA
55;1;TI;6760;Rossura;5080;;Rossura;2;LEVENTINA
;;TI;6760;Figgione;5080;;Rossura;2;LEVENTINA
;;TI;6760;Molare;5080;;Rossura;2;LEVENTINA
;;TI;6760;Tengia;5080;;Rossura;2;LEVENTINA
74;1;TI;6749;Sobrio;5081;;Sobrio;2;LEVENTINA
;;TI;6749;Parnasco;5081;;Sobrio;2;LEVENTINA
;;TI;6749;Ronzano;5081;;Sobrio;2;LEVENTINA
4984;1;TI;6612;Ascona;5091;;Ascona;1;LOCARNO
;;TI;6612;Monte Verità;5091;;Ascona;1;LOCARNO
;;TI;6612;Moscia;5091;;Ascona;1;LOCARNO
143;1;TI;6658;Borgnone;5094;;Borgnone;2;LOCARNO
;;TI;6658;Cadanza;5094;;Borgnone;2;LOCARNO
;;TI;6659;Camedo;5094;;Borgnone;2;LOCARNO
;;TI;6659;Costa;5094;;Borgnone;2;LOCARNO
;;TI;6658;Lionza;5094;;Borgnone;2;LOCARNO
203;1;TI;6634;Brione;5095;;Brione (Verzasca);2;LOCARNO
;;TI;6634;Bolastro;5095;;Brione (Verzasca);2;LOCARNO
;;TI;6634;Motta;5095;;Brione (Verzasca);2;LOCARNO
484;1;TI;6645;Brione sopra Minusio;5096;;Brione sopra Minusio;2;LOCARNO
1833;1;TI;6614;Brissago;5097;;Brissago;1;LOCARNO
;;TI;6614;Cadogno;5097;;Brissago;1;LOCARNO
;;TI;6614;Incella;5097;;Brissago;1;LOCARNO
;;TI;6614;Isole di Brissago;5097;;Brissago;1;LOCARNO
;;TI;6614;Madonna di Ponte;5097;;Brissago;1;LOCARNO
;;TI;6614;Nevedone;5097;;Brissago;1;LOCARNO
;;TI;6614;Piodina;5097;;Brissago;1;LOCARNO
;;TI;6614;Porta;5097;;Brissago;1;LOCARNO
111;1;TI;6578;Caviano;5098;;Caviano;1;LOCARNO
;;TI;6577;Dirinella;5098;;Caviano;1;LOCARNO
;;TI;6577;Ranzo *;5098;;Caviano;1;LOCARNO
;;TI;6578;Scaiano;5098;;Caviano;1;LOCARNO
646;1;TI;6654;Cavigliano;5099;;Cavigliano;2;LOCARNO
703;1;TI;6594;Contone;5101;;Contone;1;LOCARNO
22;1;TI;6631;Corippo;5102;;Corippo;2;LOCARNO
1120;1;TI;6516;Cugnasco;5104;;Cugnasco;2;LOCARNO
;;TI;6597;Medoscio;5104;;Cugnasco;2;LOCARNO
;;TI;6597;Monti di Ditto;5104;;Cugnasco;2;LOCARNO
100;1;TI;6636;Frasco;5105;;Frasco;2;LOCARNO
254;1;TI;6576;Gerra;5106;;Gerra (Gambarogno);1;LOCARNO
;;TI;6576;Riva;5106;;Gerra (Gambarogno);1;LOCARNO
;;TI;6576;Ronco;5106;;Gerra (Gambarogno);1;LOCARNO
1098;1;TI;6635;Gerra (Verzasca);5107;;Gerra (Verzasca);2;LOCARNO
;;TI;6597;Agarone;5107;;Gerra (Verzasca);2;LOCARNO
;;TI;6516;Gerra (Piano);5107;;Gerra (Verzasca);2;LOCARNO
;;TI;6595;Riazzino * (Piano);5107;;Gerra (Verzasca);2;LOCARNO
3878;1;TI;6596;Gordola;5108;;Gordola;2;LOCARNO
;;TI;6596;Gaggiole;5108;;Gordola;2;LOCARNO
;;TI;6596;Gordemo;5108;;Gordola;2;LOCARNO
;;TI;6596;Monti di Motti;5108;;Gordola;2;LOCARNO
;;TI;6596;Motto;5108;;Gordola;2;LOCARNO
35;1;TI;6611;Gresso;5109;;Gresso;2;LOCARNO
39;1;TI;6571;Indemini;5110;;Indemini;1;LOCARNO
915;1;TI;6655;Intragna;5111;;Intragna;2;LOCARNO
;;TI;6655;Calezzo;5111;;Intragna;2;LOCARNO
;;TI;6655;Corcapolo;5111;;Intragna;2;LOCARNO
;;TI;6655;Costa;5111;;Intragna;2;LOCARNO
;;TI;6656;Golino;5111;;Intragna;2;LOCARNO
;;TI;6655;Pila;5111;;Intragna;2;LOCARNO
;;TI;6655;Rasa;5111;;Intragna;2;LOCARNO
;;TI;6655;Verdasio;5111;;Intragna;2;LOCARNO
373;1;TI;6661;Isorno;5137;;Isorno;2;LOCARNO
;;TI;6661;Auressio;5137;;Isorno;2;LOCARNO
;;TI;6661;Berzona;5137;;Isorno;2;LOCARNO
;;TI;6661;Loco;5137;;Isorno;2;LOCARNO
;;TI;6661;Seghellina;5137;;Isorno;2;LOCARNO
1098;1;TI;6633;Lavertezzo;5112;;Lavertezzo;2;LOCARNO
;;TI;6633;Aquino;5112;;Lavertezzo;2;LOCARNO
;;TI;6595;Montedato (Piano);5112;;Lavertezzo;2;LOCARNO
;;TI;6595;Riazzino * (Piano);5112;;Lavertezzo;2;LOCARNO
14561;1;TI;6600;Locarno;5113;;Locarno;1;LOCARNO
;;TI;6600;Cardada;5113;;Locarno;1;LOCARNO
;;TI;6601;Locarno;5113;;Locarno;1;LOCARNO
;;TI;6604;Locarno;5113;;Locarno;1;LOCARNO
;;TI;6605;Locarno;5113;;Locarno;1;LOCARNO
;;TI;6611;Locarno;5113;;Locarno;1;LOCARNO
;;TI;6605;Monte Brè Locarno;5113;;Locarno;1;LOCARNO
;;TI;6605;Monti della Trinità;5113;;Locarno;1;LOCARNO
;;TI;6652;Ponte Brolla *;5113;;Locarno;1;LOCARNO
;;TI;6600;Solduno;5113;;Locarno;1;LOCARNO
;;TI;6604;Solduno;5113;;Locarno;1;LOCARNO
5907;1;TI;6616;Losone;5115;;Losone;1;LOCARNO
;;TI;6618;Arcegno;5115;;Losone;1;LOCARNO
1499;1;TI;6573;Magadino;5116;;Magadino;1;LOCARNO
;;TI;6572;Cadepezzo;5116;;Magadino;1;LOCARNO
;;TI;6573;Orgnana;5116;;Magadino;1;LOCARNO
;;TI;6572;Quartino;5116;;Magadino;1;LOCARNO
181;1;TI;6647;Mergoscia;5117;;Mergoscia;2;LOCARNO
6428;1;TI;6648;Minusio;5118;;Minusio;1;LOCARNO
57;1;TI;6611;Mosogno;5119;;Mosogno;2;LOCARNO
2676;1;TI;6600;Muralto;5120;;Muralto;1;LOCARNO
;;TI;6602;Muralto;5120;;Muralto;1;LOCARNO
322;1;TI;6663;Onsernone;5136;;Onsernone;2;LOCARNO
;;TI;6663;Comologno;5136;;Onsernone;2;LOCARNO
;;TI;6663;Corbella;5136;;Onsernone;2;LOCARNO
;;TI;6611;Crana;5136;;Onsernone;2;LOCARNO
;;TI;6662;Russo;5136;;Onsernone;2;LOCARNO
;;TI;6663;Spruga;5136;;Onsernone;2;LOCARNO
;;TI;6663;Vocaglia;5136;;Onsernone;2;LOCARNO
866;1;TI;6644;Orselina;5121;;Orselina;1;LOCARNO
;;TI;6644;Madonna del Sasso;5121;;Orselina;1;LOCARNO
92;1;TI;6657;Palagnedra;5122;;Palagnedra;2;LOCARNO
;;TI;6657;Bordei;5122;;Palagnedra;2;LOCARNO
;;TI;6659;Moneto;5122;;Palagnedra;2;LOCARNO
362;1;TI;6579;Piazzogna;5123;;Piazzogna;1;LOCARNO
659;1;TI;6622;Ronco sopra Ascona;5125;;Ronco sopra Ascona;1;LOCARNO
;;TI;6622;Fontana Martina;5125;;Ronco sopra Ascona;1;LOCARNO
;;TI;6613;Porto Ronco;5125;;Ronco sopra Ascona;1;LOCARNO
641;1;TI;6575;San Nazzaro;5127;;San Nazzaro;1;LOCARNO
;;TI;6575;Casenzano;5127;;San Nazzaro;1;LOCARNO
;;TI;6575;Vairano;5127;;San Nazzaro;1;LOCARNO
123;1;TI;6577;Sant'Abbondio ;5128;;Sant'Abbondio;1;LOCARNO
;;TI;6577;Ranzo *;5128;;Sant'Abbondio;1;LOCARNO
86;1;TI;6637;Sonogno;5129;;Sonogno;2;LOCARNO
;;TI;6637;Seccada;5129;;Sonogno;2;LOCARNO
661;1;TI;6652;Tegna;5130;;Tegna;2;LOCARNO
;;TI;6652;Ponte Brolla *;5130;;Tegna;2;LOCARNO
2295;1;TI;6598;Tenero-Contra;5131;;Tenero-Contra;1;LOCARNO
;;TI;6646;Contra;5131;;Tenero-Contra;1;LOCARNO
